1	kim-1_1_private_concepts_복리	cpt-compound-interest	private	concepts	1W0zzJKjkT7Qt3aHueHqEy_z8-QP-ZPKr6LtRA2r1LsU
2	kim-1_2_private_concepts_단리	cpt-simple-interest	private	concepts	17etsdxecgj5r2PFoqaIFIRneB5fL_kqAoFugXDaLS18
3	kim-1_3_private_facts_복리-공식	fct-compound-formula	private	facts	1pOuoU0qBtHc7vIDMkY8EyOU_68k1ObcZ7hHZKFJISa8
